time,actual_speed,control_speed
0.0,0.0,0.0
0.1,0.0,0.0
0.2,0.0,0.0
0.30000000000000004,0.0,0.0
0.4,0.0,0.0
0.5,3.374594683447158,0.06749189366894316
0.6000000000000001,10.592992087102044,0.21185984174204087
0.7000000000000001,18.310459435272026,0.3662091887054405
0.8,19.93478317075932,0.3986956634151864
0.9,18.356834998669015,0.3671366999733803
1.0,17.521562152233603,0.35043124304467205
1.1,18.510905720045212,0.37021811440090424
1.2000000000000002,20.138452619646152,0.40276905239292304
1.3,20.89121915870212,0.4178243831740424
1.4000000000000001,20.290548785824292,0.40581097571648583
1.5,20.237917219861693,0.40475834439723385
1.6,20.237917219861693,0.40475834439723385
1.7000000000000002,20.78662309026283,0.4157324618052566
1.8,21.588467296198292,0.4317693459239658
1.9000000000000001,22.373892263511244,0.4474778452702249
2.0,22.962431222763303,0.45924862445526604
2.1,23.922234499768603,0.47844468999537204
2.2,24.198788370111163,0.48397576740222326
2.3000000000000003,24.05938775161368,0.4811877550322736
2.4000000000000004,24.156616280197277,0.48313232560394553
2.5,23.869384658119863,0.47738769316239726
2.6,23.80434374508428,0.4760868749016856
2.7,24.429832945135995,0.4885966589027199
2.8000000000000003,24.487666129458663,0.48975332258917326
2.9000000000000004,24.992818736396625,0.4998563747279325
3.0,24.793772700171463,0.49587545400342925
3.1,24.22580029341742,0.4845160058683484
3.2,24.627118140957105,0.4925423628191421
3.3000000000000003,24.50516692144491,0.4901033384288982
3.4000000000000004,25.049505979883858,0.5009901195976771
3.5,24.84280895456873,0.49685617909137464
3.6,24.72666493598569,0.49453329871971374
3.7,24.91560095805013,0.49831201916100265
3.8000000000000003,24.646852413592214,0.49293704827184426
3.9000000000000004,25.051660650449264,0.5010332130089853
4.0,24.800166116684093,0.49600332233368183
4.1000000000000005,24.800166116684093,0.49600332233368183
4.2,25.033800264152354,0.5006760052830471
4.3,24.90840959892694,0.4981681919785388
4.4,25.23957242210498,0.5047914484420997
4.5,24.844139861201462,0.4968827972240292
4.6000000000000005,24.68264774809053,0.4936529549618106
4.7,24.951222615746328,0.4932345440796482
4.800000000000001,25.033871554916182,0.5006774310983236
4.9,25.19958833508405,0.503991766701681
5.0,24.97035253147485,0.499407050629497
5.1000000000000005,25.243797089161923,0.5048759417832385
5.2,24.868425511906008,0.4973685102381202
5.300000000000001,25.05437566991513,0.5010875133983026
5.4,25.049505979883858,0.5009901195976771
5.5,24.924460453003785,0.4984892090600757
5.6000000000000005,25.195363668027113,0.5039072733605423
5.7,24.88296450313289,0.4976592900626578
5.800000000000001,25.049677441427082,0.5009935488285416
5.9,25.010338377380485,0.5002067675476097
6.0,24.86588416924226,0.4973176833848452
6.1000000000000005,25.220508879192174,0.5044101775838434
6.2,24.908109714297947,0.4981621942859589
6.300000000000001,25.073139328198952,0.501462786563979
6.4,24.77877422640376,0.49557548452807515
6.5,25.09117339129798,0.5018234678259595
6.6000000000000005,24.96612786441791,0.49932255728835817
6.7,25.010336618495778,0.5002067323699155
6.800000000000001,25.264717633270042,0.5052943526654008
6.9,24.892303827787043,0.49784607655574087
7.0,25.100792764090244,0.5020158552818049
7.1000000000000005,24.767088598248456,0.49534177196496915
7.2,24.929330143035063,0.4985866028607013
7.300000000000001,25.304701720290975,0.5060940344058195
7.4,24.93228791480798,0.4986457582961596
7.5,25.07808030899405,0.501561606179881
7.6000000000000005,24.762794663090737,0.49525589326181474
7.7,24.973488910692055,0.4994697782138411
7.800000000000001,25.288774556595367,0.5057754911319073
7.9,24.871383283678924,0.4974276656735785
8.0,25.079872219982125,0.5015974443996425
8.1,24.78550711818693,0.4957101423637386
8.200000000000001,25.157920923669927,0.5031584184733986
8.3,24.96849553027954,0.4993699106055908
8.4,25.175192555594663,0.5035038511118932
8.5,25.09099971449586,0.5018199942899172
8.6,24.744525590431202,0.49489051180862403
8.700000000000001,24.909900342677552,0.49819800685355103
8.8,24.803473304950522,0.4960694660990104
8.9,25.112061848738712,0.5022412369747742
9.0,25.325798004090487,0.5065159600818098
9.1,24.970997554449184,0.4994199510889837
9.200000000000001,25.163135752046543,0.5032627150409309
9.3,24.76718876902785,0.495343775380557
9.4,25.07546767556648,0.5015093535113295
9.5,25.114806739613073,0.5022961347922614
9.600000000000001,24.892303827787043,0.49784607655574087
9.700000000000001,25.145001518168115,0.4970127283274585
9.8,24.850636416372925,0.4970127283274585
9.9,25.26802768928937,0.5053605537857874
10.0,24.997087218661214,0.4999417443732243
10.100000000000001,25.226323022270414,0.5045264604454083
10.200000000000001,24.824216757828136,0.4964843351565627
10.3,24.824216757828136,0.4964843351565627
10.4,25.160598687530964,0.5032119737506193
10.5,24.973206035027278,0.4994641207005456
10.600000000000001,25.241605162991686,0.5048321032598337
10.700000000000001,24.884476365982856,0.4976895273196571
10.8,24.841017043580656,0.49682034087161314
10.9,25.201455896608813,0.5040291179321763
11.0,25.018183502460722,0.5003636700492144
11.100000000000001,25.247243566378536,0.5049448713275707
11.200000000000001,24.785222832126884,0.4957044566425377
11.3,24.868770650251353,0.4973754130050271
11.4,25.247452283526588,0.49737541300502697
11.5,25.352065695835876,0.5070413139167175
11.600000000000001,25.397043163269323,0.5079408632653865
11.700000000000001,24.956118712817183,0.49912237425634365
11.8,25.037796203830077,0.5007559240766015
11.9,24.62040493091363,0.4924080986182726
12.0,24.992549281847396,0.4998509856369479
12.100000000000001,25.154041394958334,0.5030808278991666
12.200000000000001,24.885121388957188,0.49770242777914375
12.3,25.122237053987995,0.5024447410797599
12.4,24.892827573576675,0.4978565514715335
